customer_id,gender,age,city,country,signup_date
54,Femmale,52,Dschang,Cameroon,2022-09-16
55,Femmale,65,Bertoua,Cameroon,2022-02-09
56,Femmale,47,Buea,Cameroon,2023-08-24
57,Male,53,Yaounde,Cameroon,2023-09-29
58,Femmale,42,Bertoua,Cameroon,2023-02-22
59,Male,33,Douala,Cameroon,2022-12-17
60,Male,36,Bafoussam,Cameroon,2022-01-09
61,Male,18,Yaounde,Cameroon,2022-12-16
62,Male,22,Bamenda,Cameroon,2022-03-25
63,Femmale,68,Bamenda,Cameroon,2023-06-17
64,Male,39,Yaounde,Cameroon,2022-12-24
65,Femmale,41,Bamenda,Cameroon,2023-01-13
66,Male,60,Dschang,Cameroon,2022-06-21
67,Femmale,62,Yaounde,Cameroon,2022-01-25
68,Femmale,69,Douala,Cameroon,2023-01-28
69,Femmale,54,Yaounde,Cameroon,2022-04-13
70,Femmale,53,Bertoua,Cameroon,2023-12-03
71,Femmale,53,Bertoua,Cameroon,2022-08-24
72,Femmale,21,Buea,Cameroon,2023-02-14
73,Male,53,Bamenda,Cameroon,2023-07-03
74,Femmale,69,Bafoussam,Cameroon,2022-11-28
75,Male,35,Bamenda,Cameroon,2023-10-26
76,Femmale,67,Dschang,Cameroon,2023-06-16
77,Male,33,Yaounde,Cameroon,2023-10-11
78,Femmale,58,Bafoussam,Cameroon,2022-01-29
79,Femmale,35,Bafoussam,Cameroon,2023-06-27
80,Male,39,Bamenda,Cameroon,2022-01-19
81,Femmale,19,Bafoussam,Cameroon,2022-05-28
82,Femmale,38,Bafoussam,Cameroon,2023-04-16
83,Femmale,53,Bertoua,Cameroon,2023-05-06
84,Male,61,Douala,Cameroon,2022-10-10
85,Femmale,56,Yaounde,Cameroon,2023-11-06
86,Male,64,Bamenda,Cameroon,2022-04-23
87,Femmale,56,Bertoua,Cameroon,2023-03-31
88,Femmale,46,Dschang,Cameroon,2023-10-24
89,Male,43,Dschang,Cameroon,2022-11-26
90,Femmale,38,Buea,Cameroon,2022-09-12
91,Femmale,34,Bafoussam,Cameroon,2023-08-22
92,Male,33,Bafoussam,Cameroon,2023-02-03
93,Femmale,48,Bamenda,Cameroon,2023-09-02
94,Male,68,Douala,Cameroon,2023-05-23
95,Male,26,Douala,Cameroon,2023-10-06
96,Male,48,Bamenda,Cameroon,2023-04-11
97,Femmale,31,Bamenda,Cameroon,2023-02-11
98,Male,66,Bertoua,Cameroon,2023-09-01
99,Male,54,Dschang,Cameroon,2022-04-08
100,Femmale,19,Bamenda,Cameroon,2022-10-17
101,Male,69,Dschang,Cameroon,2023-10-19
102,Femmale,65,Buea,Cameroon,2022-06-05
103,Femmale,63,Dschang,Cameroon,2022-06-11
104,Femmale,31,Bertoua,Cameroon,2023-09-16
105,Femmale,50,Bafoussam,Cameroon,2023-11-28
106,Male,52,Bafoussam,Cameroon,2023-12-18
107,Male,56,Dschang,Cameroon,2022-04-07
108,Male,64,Bafoussam,Cameroon,2023-01-12
109,Male,68,Bafoussam,Cameroon,2023-07-21
110,Male,37,Yaounde,Cameroon,2023-03-26
111,Femmale,19,Buea,Cameroon,2022-04-27
112,Male,68,Bertoua,Cameroon,2023-08-28
113,Male,58,Bertoua,Cameroon,2023-12-17
114,Male,36,Bafoussam,Cameroon,2023-05-21
115,Femmale,54,Douala,Cameroon,2022-07-08
116,Femmale,35,Bertoua,Cameroon,2023-04-21
117,Male,33,Buea,Cameroon,2022-11-19
118,Femmale,21,Bamenda,Cameroon,2023-08-19
119,Male,29,Buea,Cameroon,2022-06-29
120,Male,46,Bafoussam,Cameroon,2022-06-30
121,Femmale,24,Bafoussam,Cameroon,2023-11-24
122,Femmale,31,Yaounde,Cameroon,2022-10-14
123,Male,29,Dschang,Cameroon,2023-04-20
124,Male,52,Bertoua,Cameroon,2023-09-10
125,Femmale,22,Dschang,Cameroon,2023-10-03
126,Male,34,Dschang,Cameroon,2022-09-19
127,Femmale,59,Bertoua,Cameroon,2023-06-07
128,Male,49,Bertoua,Cameroon,2022-06-11
129,Femmale,27,Bafoussam,Cameroon,2023-05-02
130,Male,60,Bertoua,Cameroon,2022-06-30
131,Male,34,Douala,Cameroon,2023-12-26
132,Femmale,22,Douala,Cameroon,2023-04-14
133,Male,62,Bamenda,Cameroon,2022-01-21
134,Male,59,Bertoua,Cameroon,2022-10-02
135,Femmale,26,Yaounde,Cameroon,2022-09-17
136,Male,66,Bamenda,Cameroon,2022-11-29
137,Male,50,Bafoussam,Cameroon,2023-04-11
138,Male,53,Bertoua,Cameroon,2022-04-26
139,Femmale,53,Douala,Cameroon,2023-02-17
140,Femmale,35,Yaounde,Cameroon,2023-06-21
141,Femmale,26,Bamenda,Cameroon,2023-12-24
142,Male,46,Yaounde,Cameroon,2022-09-14
143,Male,67,Bertoua,Cameroon,2022-06-17
144,Male,31,Buea,Cameroon,2023-06-17
145,Male,42,Yaounde,Cameroon,2023-08-21
146,Femmale,32,Yaounde,Cameroon,2022-01-15
147,Male,23,Bafoussam,Cameroon,2022-02-19
148,Male,59,Douala,Cameroon,2022-10-31
149,Male,46,Bertoua,Cameroon,2023-05-02
150,Femmale,32,Yaounde,Cameroon,2023-02-20
151,Male,46,Bertoua,Cameroon,2022-11-01
152,Male,21,Douala,Cameroon,2022-07-15
153,Male,35,Bafoussam,Cameroon,2023-01-23
154,Male,67,Bertoua,Cameroon,2023-03-31
155,Male,66,Dschang,Cameroon,2023-12-14
156,Femmale,61,Douala,Cameroon,2023-12-06
157,Male,56,Douala,Cameroon,2023-10-20
158,Male,33,Bamenda,Cameroon,2022-11-06
159,Male,28,Bafoussam,Cameroon,2022-05-07
160,Male,31,Bafoussam,Cameroon,2022-06-24
161,Male,20,Dschang,Cameroon,2022-05-14
162,Male,68,Bertoua,Cameroon,2022-03-07
163,Male,67,Buea,Cameroon,2023-01-28
164,Male,59,Dschang,Cameroon,2022-12-31
165,Male,55,Bamenda,Cameroon,2022-10-06
166,Male,62,Bafoussam,Cameroon,2022-12-29
167,Femmale,59,Douala,Cameroon,2022-06-20
168,Femmale,35,Bafoussam,Cameroon,2022-02-20
169,Femmale,37,Dschang,Cameroon,2022-11-24
170,Femmale,65,Buea,Cameroon,2023-10-27
171,Male,42,Yaounde,Cameroon,2023-08-15
172,Femmale,55,Yaounde,Cameroon,2022-05-25
173,Femmale,30,Bafoussam,Cameroon,2022-10-01
174,Male,21,Bafoussam,Cameroon,2022-06-04
175,Femmale,31,Bamenda,Cameroon,2023-05-23
176,Femmale,50,Bafoussam,Cameroon,2022-12-29
177,Male,45,Buea,Cameroon,2022-11-21
178,Male,69,Bafoussam,Cameroon,2023-10-17
179,Male,54,Bertoua,Cameroon,2022-10-25
180,Femmale,25,Dschang,Cameroon,2023-05-09
181,Femmale,61,Buea,Cameroon,2023-06-30
182,Male,51,Bamenda,Cameroon,2022-10-31
183,Male,61,Bertoua,Cameroon,2023-04-12
184,Femmale,22,Bertoua,Cameroon,2022-08-27
185,Male,22,Dschang,Cameroon,2023-10-12
186,Femmale,48,Yaounde,Cameroon,2023-06-01
187,Male,62,Buea,Cameroon,2022-06-25
188,Male,26,Dschang,Cameroon,2023-02-14
189,Femmale,59,Bertoua,Cameroon,2023-12-27
190,Male,49,Bamenda,Cameroon,2022-12-30
191,Male,50,Dschang,Cameroon,2022-01-23
192,Male,20,Yaounde,Cameroon,2022-11-14
193,Femmale,47,Bertoua,Cameroon,2023-06-09
194,Male,67,Dschang,Cameroon,2022-10-03
195,Male,29,Buea,Cameroon,2023-08-27
196,Male,46,Yaounde,Cameroon,2023-09-12
197,Male,20,Buea,Cameroon,2022-08-17
198,Male,43,Buea,Cameroon,2023-10-26
199,Male,47,Buea,Cameroon,2022-04-18
200,Femmale,26,Dschang,Cameroon,2022-06-25
201,Femmale,43,Yaounde,Cameroon,2022-11-16
202,Male,19,Dschang,Cameroon,2022-10-13
203,Femmale,20,Dschang,Cameroon,2022-11-25
204,Femmale,63,Dschang,Cameroon,2023-10-19
205,Male,21,Bertoua,Cameroon,2022-12-22
206,Femmale,42,Bafoussam,Cameroon,2022-01-14
207,Femmale,68,Douala,Cameroon,2022-10-02
208,Femmale,30,Bertoua,Cameroon,2022-03-12
209,Femmale,56,Yaounde,Cameroon,2022-07-14
210,Femmale,61,Douala,Cameroon,2023-06-07
211,Femmale,52,Douala,Cameroon,2022-04-16
212,Femmale,40,Douala,Cameroon,2022-07-15
213,Femmale,26,Bafoussam,Cameroon,2022-05-25
214,Male,19,Dschang,Cameroon,2022-12-16
215,Male,58,Bamenda,Cameroon,2023-02-28
216,Femmale,61,Yaounde,Cameroon,2023-04-16
217,Femmale,48,Bafoussam,Cameroon,2023-11-17
218,Male,61,Bafoussam,Cameroon,2022-08-04
219,Femmale,64,Bamenda,Cameroon,2022-04-03
220,Femmale,19,Douala,Cameroon,2022-09-17
221,Male,49,Dschang,Cameroon,2023-07-29
222,Male,35,Bamenda,Cameroon,2023-06-25
223,Male,30,Bamenda,Cameroon,2022-10-12
224,Femmale,63,Bafoussam,Cameroon,2023-04-29
225,Femmale,22,Yaounde,Cameroon,2023-01-07
226,Male,59,Buea,Cameroon,2022-03-11
227,Male,61,Dschang,Cameroon,2023-01-14
228,Femmale,27,Bamenda,Cameroon,2022-10-06
229,Male,60,Dschang,Cameroon,2022-10-29
230,Femmale,42,Bamenda,Cameroon,2022-09-12
231,Femmale,51,Douala,Cameroon,2023-11-15
232,Male,54,Dschang,Cameroon,2023-11-23
233,Male,47,Douala,Cameroon,2022-09-21
234,Femmale,24,Bafoussam,Cameroon,2023-11-26
235,Male,23,Douala,Cameroon,2023-12-18
236,Male,20,Dschang,Cameroon,2023-02-28
237,Male,30,Bertoua,Cameroon,2022-08-01
238,Male,20,Dschang,Cameroon,2023-11-02
239,Femmale,43,Bamenda,Cameroon,2022-04-10
240,Femmale,41,Douala,Cameroon,2022-04-22
241,Femmale,23,Yaounde,Cameroon,2022-11-04
242,Femmale,60,Bertoua,Cameroon,2023-11-09
243,Male,66,Bafoussam,Cameroon,2023-04-20
244,Male,59,Buea,Cameroon,2023-07-02
245,Femmale,29,Bamenda,Cameroon,2022-04-22
246,Femmale,66,Bamenda,Cameroon,2022-03-28
247,Male,53,Yaounde,Cameroon,2022-07-02
248,Femmale,19,Buea,Cameroon,2023-08-20
249,Femmale,28,Buea,Cameroon,2022-06-14
250,Male,56,Bafoussam,Cameroon,2022-03-31
251,Femmale,51,Bafoussam,Cameroon,2023-03-31
252,Male,43,Bertoua,Cameroon,2022-08-26
253,Male,35,Bamenda,Cameroon,2023-06-18
254,Femmale,38,Douala,Cameroon,2023-11-10
255,Male,53,Bafoussam,Cameroon,2023-12-28
256,Femmale,57,Yaounde,Cameroon,2022-02-27
257,Male,69,Yaounde,Cameroon,2023-06-26
258,Femmale,63,Yaounde,Cameroon,2023-09-10
259,Femmale,61,Dschang,Cameroon,2023-02-06
260,Femmale,39,Bafoussam,Cameroon,2023-11-10
261,Male,47,Bafoussam,Cameroon,2023-10-28
262,Male,67,Yaounde,Cameroon,2023-06-03
263,Femmale,60,Bafoussam,Cameroon,2022-07-16
264,Male,47,Dschang,Cameroon,2022-02-15
265,Femmale,25,Douala,Cameroon,2023-06-14
266,Femmale,51,Douala,Cameroon,2023-02-01
267,Male,64,Bertoua,Cameroon,2023-10-27
268,Femmale,26,Bamenda,Cameroon,2022-03-15
269,Male,68,Douala,Cameroon,2023-02-20
270,Femmale,37,Bertoua,Cameroon,2023-10-19
271,Male,57,Buea,Cameroon,2023-09-06
272,Femmale,42,Bamenda,Cameroon,2022-12-01
273,Femmale,36,Douala,Cameroon,2023-09-25
274,Male,22,Dschang,Cameroon,2023-11-19
275,Femmale,28,Buea,Cameroon,2023-07-29
276,Femmale,32,Bertoua,Cameroon,2022-10-23
277,Male,25,Douala,Cameroon,2022-03-25
278,Femmale,36,Douala,Cameroon,2022-01-15
279,Male,40,Bafoussam,Cameroon,2022-05-14
280,Femmale,44,Buea,Cameroon,2023-04-23
281,Male,57,Douala,Cameroon,2023-09-25
282,Femmale,49,Yaounde,Cameroon,2022-11-15
283,Femmale,43,Dschang,Cameroon,2023-01-27
284,Femmale,44,Bafoussam,Cameroon,2023-04-24
285,Male,36,Bafoussam,Cameroon,2023-10-02
286,Male,67,Douala,Cameroon,2023-01-03
287,Male,59,Dschang,Cameroon,2023-01-02
288,Male,46,Bafoussam,Cameroon,2022-10-15
289,Femmale,56,Bamenda,Cameroon,2023-01-13
290,Femmale,58,Buea,Cameroon,2023-11-23
291,Male,50,Bamenda,Cameroon,2023-04-08
292,Male,36,Bertoua,Cameroon,2023-08-17
293,Male,54,Bamenda,Cameroon,2022-01-13
294,Femmale,36,Dschang,Cameroon,2023-06-20
295,Male,50,Yaounde,Cameroon,2022-06-17
296,Male,64,Bafoussam,Cameroon,2022-09-27
297,Femmale,33,Dschang,Cameroon,2022-03-11
298,Femmale,40,Bafoussam,Cameroon,2022-11-14
299,Male,24,Yaounde,Cameroon,2023-01-11
300,Femmale,43,Bafoussam,Cameroon,2022-03-30
301,Male,49,Bamenda,Cameroon,2023-12-02
302,Femmale,29,Bertoua,Cameroon,2022-09-14
303,Male,25,Douala,Cameroon,2022-08-05
304,Male,22,Yaounde,Cameroon,2023-03-26
305,Male,59,Bamenda,Cameroon,2023-06-28
306,Male,45,Dschang,Cameroon,2022-05-21
307,Femmale,22,Bamenda,Cameroon,2022-06-10
308,Femmale,66,Bamenda,Cameroon,2022-02-01
309,Femmale,43,Douala,Cameroon,2022-06-01
310,Femmale,22,Buea,Cameroon,2022-09-17
311,Male,39,Bafoussam,Cameroon,2023-12-29
312,Male,32,Bafoussam,Cameroon,2022-10-06
313,Femmale,30,Dschang,Cameroon,2022-10-12
314,Femmale,45,Bertoua,Cameroon,2023-09-02
315,Femmale,50,Dschang,Cameroon,2023-06-26
316,Femmale,60,Buea,Cameroon,2023-08-25
317,Femmale,40,Bafoussam,Cameroon,2022-05-28
318,Male,50,Bertoua,Cameroon,2023-10-18
319,Male,60,Dschang,Cameroon,2022-03-08
320,Male,35,Bertoua,Cameroon,2023-07-24
321,Femmale,67,Bamenda,Cameroon,2022-10-06
322,Femmale,47,Yaounde,Cameroon,2023-03-19
323,Femmale,43,Bamenda,Cameroon,2023-02-03
324,Femmale,33,Douala,Cameroon,2022-05-08
325,Male,30,Bafoussam,Cameroon,2022-12-03
326,Male,56,Bertoua,Cameroon,2023-04-27
327,Femmale,50,Dschang,Cameroon,2023-12-22
328,Male,43,Yaounde,Cameroon,2022-07-05
329,Male,65,Dschang,Cameroon,2022-06-18
330,Femmale,18,Bafoussam,Cameroon,2023-11-15
331,Femmale,66,Bertoua,Cameroon,2022-09-17
332,Femmale,55,Bertoua,Cameroon,2023-12-18
333,Femmale,19,Bamenda,Cameroon,2023-10-09
334,Femmale,66,Yaounde,Cameroon,2023-07-12
335,Femmale,23,Yaounde,Cameroon,2023-05-22
336,Male,63,Bafoussam,Cameroon,2023-06-05
337,Male,67,Bertoua,Cameroon,2023-04-16
338,Femmale,55,Yaounde,Cameroon,2022-06-10
339,Male,59,Yaounde,Cameroon,2022-10-16
340,Femmale,41,Dschang,Cameroon,2022-12-06
341,Femmale,35,Bafoussam,Cameroon,2023-05-17
342,Femmale,44,Bamenda,Cameroon,2022-04-16
343,Femmale,58,Dschang,Cameroon,2023-04-20
344,Male,25,Dschang,Cameroon,2023-08-23
345,Femmale,45,Buea,Cameroon,2023-04-08
346,Male,27,Douala,Cameroon,2023-04-28
347,Femmale,34,Buea,Cameroon,2023-12-05
348,Femmale,46,Yaounde,Cameroon,2022-06-02
349,Femmale,23,Bertoua,Cameroon,2023-10-11
350,Male,31,Douala,Cameroon,2022-05-29
351,Femmale,39,Douala,Cameroon,2022-07-07
352,Femmale,23,Bertoua,Cameroon,2023-10-15
353,Femmale,43,Douala,Cameroon,2022-05-11
354,Male,56,Bertoua,Cameroon,2023-03-28
355,Male,29,Douala,Cameroon,2023-05-31
356,Male,52,Dschang,Cameroon,2023-05-06
357,Femmale,31,Bafoussam,Cameroon,2023-04-21
358,Male,39,Bafoussam,Cameroon,2022-09-20
359,Femmale,68,Buea,Cameroon,2023-06-22
360,Male,40,Dschang,Cameroon,2023-04-04
361,Male,65,Douala,Cameroon,2023-06-20
362,Femmale,24,Bamenda,Cameroon,2023-09-29
363,Male,57,Bertoua,Cameroon,2023-11-15
364,Femmale,67,Dschang,Cameroon,2022-10-22
365,Femmale,42,Douala,Cameroon,2023-03-11
366,Male,30,Bafoussam,Cameroon,2022-10-02
367,Femmale,38,Bafoussam,Cameroon,2023-08-11
368,Femmale,58,Bertoua,Cameroon,2022-11-04
369,Male,27,Bamenda,Cameroon,2023-12-27
370,Male,26,Douala,Cameroon,2023-01-11
371,Femmale,32,Douala,Cameroon,2022-06-07
372,Male,69,Bamenda,Cameroon,2022-07-23
373,Femmale,19,Bamenda,Cameroon,2023-10-23
374,Femmale,42,Bamenda,Cameroon,2022-03-16
375,Male,30,Bafoussam,Cameroon,2023-01-15
376,Male,51,Bertoua,Cameroon,2022-10-31
377,Male,68,Dschang,Cameroon,2022-03-03
378,Male,51,Bamenda,Cameroon,2023-07-24
379,Femmale,52,Bertoua,Cameroon,2022-04-18
380,Femmale,55,Buea,Cameroon,2022-07-06
381,Male,20,Douala,Cameroon,2022-08-17
382,Male,59,Douala,Cameroon,2022-02-17
383,Femmale,23,Yaounde,Cameroon,2022-09-25
384,Femmale,65,Buea,Cameroon,2023-12-28
385,Femmale,66,Dschang,Cameroon,2022-09-11
386,Femmale,36,Bamenda,Cameroon,2022-03-28
387,Male,20,Bamenda,Cameroon,2022-06-30
388,Femmale,35,Dschang,Cameroon,2022-01-25
389,Femmale,56,Bafoussam,Cameroon,2023-01-23
390,Male,26,Buea,Cameroon,2022-08-10
391,Femmale,69,Bamenda,Cameroon,2023-02-01
392,Femmale,29,Yaounde,Cameroon,2023-05-26
393,Male,22,Bertoua,Cameroon,2023-07-15
394,Male,20,Douala,Cameroon,2023-03-16
395,Male,28,Buea,Cameroon,2022-06-24
396,Femmale,47,Douala,Cameroon,2022-11-07
397,Femmale,21,Bertoua,Cameroon,2022-10-01
398,Male,22,Buea,Cameroon,2022-02-04
399,Male,18,Bertoua,Cameroon,2022-08-05
400,Femmale,44,Bamenda,Cameroon,2023-12-22
401,Male,45,Dschang,Cameroon,2023-11-03
402,Male,46,Bamenda,Cameroon,2023-02-12
403,Male,35,Dschang,Cameroon,2023-06-03
404,Femmale,29,Bamenda,Cameroon,2022-09-26
405,Femmale,30,Bertoua,Cameroon,2023-09-30
406,Femmale,58,Bertoua,Cameroon,2023-04-20
407,Femmale,19,Bertoua,Cameroon,2022-11-21
408,Femmale,54,Douala,Cameroon,2022-12-22
409,Femmale,62,Bertoua,Cameroon,2022-03-31
410,Male,33,Bamenda,Cameroon,2022-02-11
411,Femmale,65,Yaounde,Cameroon,2022-12-31
412,Femmale,41,Bertoua,Cameroon,2023-11-02
413,Male,52,Yaounde,Cameroon,2022-07-21
414,Femmale,39,Dschang,Cameroon,2023-01-01
415,Femmale,53,Bamenda,Cameroon,2022-10-15
416,Male,28,Bertoua,Cameroon,2023-08-26
417,Male,63,Douala,Cameroon,2023-04-26
418,Male,46,Douala,Cameroon,2023-09-29
419,Femmale,52,Dschang,Cameroon,2023-05-16
420,Male,65,Yaounde,Cameroon,2023-09-30
421,Femmale,32,Bafoussam,Cameroon,2022-02-21
422,Femmale,48,Douala,Cameroon,2022-04-13
423,Femmale,59,Douala,Cameroon,2022-12-27
424,Femmale,58,Douala,Cameroon,2023-02-28
425,Male,60,Bamenda,Cameroon,2023-11-30
426,Male,33,Douala,Cameroon,2022-07-24
427,Femmale,27,Buea,Cameroon,2022-01-14
428,Male,66,Bertoua,Cameroon,2023-09-08
429,Femmale,49,Dschang,Cameroon,2023-09-21
430,Femmale,68,Douala,Cameroon,2023-04-15
431,Femmale,19,Bafoussam,Cameroon,2023-04-11
432,Male,41,Bafoussam,Cameroon,2022-10-31
433,Femmale,40,Douala,Cameroon,2023-08-28
434,Femmale,19,Douala,Cameroon,2023-03-03
435,Male,55,Buea,Cameroon,2023-10-18
436,Male,48,Douala,Cameroon,2022-04-20
437,Male,68,Douala,Cameroon,2023-11-06
438,Male,57,Bertoua,Cameroon,2023-07-19
439,Femmale,43,Bafoussam,Cameroon,2023-05-30
440,Male,46,Buea,Cameroon,2022-03-09
441,Femmale,20,Bafoussam,Cameroon,2022-09-03
442,Male,31,Buea,Cameroon,2023-01-24
443,Male,42,Bafoussam,Cameroon,2023-10-12
444,Male,65,Douala,Cameroon,2022-11-04
445,Male,18,Bafoussam,Cameroon,2022-12-18
446,Male,20,Bafoussam,Cameroon,2022-03-07
447,Male,43,Buea,Cameroon,2023-04-05
448,Femmale,35,Dschang,Cameroon,2022-12-13
449,Male,26,Yaounde,Cameroon,2022-11-21
450,Male,55,Buea,Cameroon,2023-10-29
451,Male,40,Buea,Cameroon,2023-08-22
452,Male,38,Buea,Cameroon,2022-02-02
453,Femmale,18,Bamenda,Cameroon,2022-03-09
454,Male,38,Dschang,Cameroon,2022-07-06
455,Male,44,Bamenda,Cameroon,2022-07-11
456,Male,59,Bamenda,Cameroon,2022-08-01
457,Male,23,Buea,Cameroon,2023-08-23
458,Femmale,61,Yaounde,Cameroon,2023-03-04
459,Male,53,Buea,Cameroon,2022-12-17
460,Femmale,45,Douala,Cameroon,2022-04-18
461,Male,62,Yaounde,Cameroon,2022-08-28
462,Femmale,34,Bamenda,Cameroon,2022-08-04
463,Femmale,57,Bafoussam,Cameroon,2022-06-26
464,Male,69,Bafoussam,Cameroon,2023-07-19
465,Male,20,Dschang,Cameroon,2022-11-26
466,Femmale,29,Bertoua,Cameroon,2023-07-15
467,Femmale,56,Dschang,Cameroon,2023-09-18
468,Male,29,Yaounde,Cameroon,2023-03-26
469,Femmale,19,Bamenda,Cameroon,2023-08-30
470,Femmale,63,Yaounde,Cameroon,2023-03-23
471,Femmale,39,Yaounde,Cameroon,2023-06-21
472,Male,40,Bafoussam,Cameroon,2023-10-06
473,Femmale,47,Buea,Cameroon,2022-06-28
474,Femmale,22,Douala,Cameroon,2023-01-30
475,Femmale,26,Bertoua,Cameroon,2022-05-25
476,Male,38,Bamenda,Cameroon,2022-07-17
477,Male,28,Yaounde,Cameroon,2022-03-25
478,Femmale,22,Bertoua,Cameroon,2023-10-31
479,Male,52,Yaounde,Cameroon,2022-03-26
480,Femmale,44,Bafoussam,Cameroon,2023-04-02
481,Male,66,Douala,Cameroon,2023-04-21
482,Male,19,Bafoussam,Cameroon,2022-09-10
483,Femmale,41,Bertoua,Cameroon,2022-03-13
484,Male,48,Bamenda,Cameroon,2022-08-11
485,Male,50,Yaounde,Cameroon,2022-10-03
486,Male,56,Douala,Cameroon,2022-09-03
487,Femmale,47,Bafoussam,Cameroon,2022-12-07
488,Male,63,Bertoua,Cameroon,2023-07-27
489,Male,54,Bafoussam,Cameroon,2023-04-16
490,Femmale,68,Yaounde,Cameroon,2023-03-30
491,Male,45,Yaounde,Cameroon,2022-01-07
492,Male,48,Bamenda,Cameroon,2022-07-07
493,Male,28,Douala,Cameroon,2022-01-04
494,Male,40,Buea,Cameroon,2023-10-07
495,Male,19,Bafoussam,Cameroon,2022-05-05
496,Femmale,57,Yaounde,Cameroon,2022-01-15
497,Femmale,58,Bertoua,Cameroon,2023-06-09
498,Male,44,Bafoussam,Cameroon,2023-09-22
499,Male,52,Bamenda,Cameroon,2022-08-28
500,Male,19,Bamenda,Cameroon,2022-12-26
501,Femmale,56,Yaounde,Cameroon,2023-06-02
502,Femmale,54,Yaounde,Cameroon,2022-11-16
503,Male,38,Yaounde,Cameroon,2022-08-19
504,Male,22,Dschang,Cameroon,2022-01-30
505,Femmale,69,Buea,Cameroon,2023-06-18
506,Male,62,Yaounde,Cameroon,2022-06-05
507,Femmale,38,Bafoussam,Cameroon,2023-09-22
508,Femmale,46,Bafoussam,Cameroon,2023-12-06
509,Male,37,Dschang,Cameroon,2023-02-03
510,Femmale,55,Dschang,Cameroon,2022-12-12
511,Male,37,Douala,Cameroon,2022-07-14
512,Male,67,Bertoua,Cameroon,2022-06-17
513,Male,42,Yaounde,Cameroon,2023-01-12
514,Male,19,Bafoussam,Cameroon,2023-05-04
515,Male,49,Dschang,Cameroon,2022-12-28
516,Male,43,Bafoussam,Cameroon,2023-04-27
517,Femmale,23,Bafoussam,Cameroon,2022-09-01
518,Femmale,58,Dschang,Cameroon,2023-08-04
519,Femmale,20,Buea,Cameroon,2023-08-30
520,Femmale,50,Dschang,Cameroon,2023-08-12
521,Male,18,Dschang,Cameroon,2022-06-20
522,Femmale,68,Bertoua,Cameroon,2023-05-28
523,Femmale,22,Dschang,Cameroon,2023-02-10
524,Femmale,30,Bamenda,Cameroon,2023-07-28
525,Male,36,Dschang,Cameroon,2022-07-26
526,Femmale,29,Bafoussam,Cameroon,2022-06-03
